id,target,dominant_prediction,correct_models,total_models,correct_ratio,majority_count,confidence,majority_correct,pred_SVC_s42,correct_SVC_s42,pred_SVC_s123,correct_SVC_s123,pred_SVC_s2026,correct_SVC_s2026,pred_CatBoost_s42,correct_CatBoost_s42,pred_CatBoost_s123,correct_CatBoost_s123,pred_CatBoost_s2026,correct_CatBoost_s2026,pred_RF_s42,correct_RF_s42,pred_RF_s123,correct_RF_s123,pred_RF_s2026,correct_RF_s2026,pred_ET_s42,correct_ET_s42,pred_ET_s123,correct_ET_s123,pred_ET_s2026,correct_ET_s2026,pred_HGB_s42,correct_HGB_s42,pred_HGB_s123,correct_HGB_s123,pred_HGB_s2026,correct_HGB_s2026,category
1581,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1582,2,2,9,15,0.6,9,0.6,1,2,1,1,0,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0,2,1,2,1,2,1,BORDERLINE_CORRECT
1583,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1584,1,0,3,15,0.2,10,0.6666666666666666,0,1,1,2,0,2,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UNCERTAIN
1585,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1586,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1587,1,0,7,15,0.4666666666666667,8,0.5333333333333333,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN
1588,0,1,4,15,0.26666666666666666,11,0.7333333333333333,0,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,UNCERTAIN
1589,2,3,7,15,0.4666666666666667,7,0.4666666666666667,0,3,0,3,0,3,0,3,0,2,1,3,0,3,0,2,1,3,0,1,0,2,1,2,1,2,1,2,1,2,1,UNCERTAIN
1590,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1591,1,3,3,15,0.2,11,0.7333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,3,0,3,0,1,1,1,1,1,1,3,0,3,0,3,0,UNCERTAIN
1592,2,1,2,15,0.13333333333333333,7,0.4666666666666667,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,2,1,CONSISTENTLY_WRONG
1593,0,2,0,15,0.0,12,0.8,0,2,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,1,0,1,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
1594,2,1,1,15,0.06666666666666667,10,0.6666666666666666,0,1,0,2,1,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1595,1,2,5,15,0.3333333333333333,9,0.6,0,2,0,3,0,2,0,2,0,2,0,2,0,1,1,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,UNCERTAIN
1596,3,3,9,15,0.6,9,0.6,1,2,0,2,0,3,1,2,0,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,2,0,BORDERLINE_CORRECT
1597,2,2,5,15,0.3333333333333333,5,0.3333333333333333,1,2,1,2,1,2,1,1,0,3,0,2,1,1,0,3,0,1,0,1,0,3,0,1,0,2,1,3,0,3,0,UNCERTAIN
1598,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1599,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1600,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1601,3,2,3,15,0.2,12,0.8,0,2,0,2,0,2,0,2,0,2,0,3,1,2,0,3,1,2,0,2,0,3,1,2,0,2,0,2,0,2,0,UNCERTAIN
1602,1,2,4,15,0.26666666666666666,8,0.5333333333333333,0,2,0,2,0,2,0,2,0,2,0,1,1,3,0,2,0,3,0,1,1,1,1,2,0,3,0,2,0,1,1,UNCERTAIN
1603,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1604,2,1,4,15,0.26666666666666666,7,0.4666666666666667,0,2,1,2,1,2,1,2,1,1,0,1,0,1,0,1,0,1,0,3,0,3,0,3,0,3,0,1,0,1,0,UNCERTAIN
1605,1,3,5,15,0.3333333333333333,6,0.4,0,2,0,3,0,2,0,3,0,3,0,3,0,2,0,1,1,2,0,1,1,1,1,1,1,3,0,1,1,3,0,UNCERTAIN
1606,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1607,1,2,7,15,0.4666666666666667,7,0.4666666666666667,0,2,0,2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,0,2,0,2,0,2,0,2,0,1,1,UNCERTAIN
1608,2,1,4,15,0.26666666666666666,9,0.6,0,1,0,1,0,1,0,1,0,3,0,3,0,2,1,2,1,1,0,2,1,1,0,2,1,1,0,1,0,1,0,UNCERTAIN
1609,2,2,8,15,0.5333333333333333,8,0.5333333333333333,1,2,1,1,0,1,0,3,0,2,1,2,1,2,1,2,1,2,1,0,0,2,1,2,1,3,0,3,0,3,0,BORDERLINE_CORRECT
1610,2,3,5,15,0.3333333333333333,10,0.6666666666666666,0,2,1,2,1,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,2,1,UNCERTAIN
1611,2,2,7,15,0.4666666666666667,7,0.4666666666666667,1,2,1,2,1,2,1,2,1,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,2,1,2,1,UNCERTAIN
1612,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1613,3,1,0,15,0.0,10,0.6666666666666666,0,2,0,2,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,CONSISTENTLY_WRONG
1614,0,3,0,15,0.0,11,0.7333333333333333,0,3,0,3,0,3,0,3,0,3,0,3,0,1,0,1,0,3,0,1,0,2,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1615,1,3,1,15,0.06666666666666667,9,0.6,0,2,0,2,0,1,1,3,0,2,0,3,0,3,0,2,0,3,0,3,0,2,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1616,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1617,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1,0,0,1,BORDERLINE_CORRECT
1618,1,3,0,15,0.0,9,0.6,0,2,0,3,0,2,0,2,0,3,0,2,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,0,2,0,CONSISTENTLY_WRONG
1619,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1620,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1621,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1622,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,3,1,EASY_CORRECT
1623,2,1,0,15,0.0,10,0.6666666666666666,0,1,0,0,0,3,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1624,3,2,4,15,0.26666666666666666,11,0.7333333333333333,0,2,0,2,0,2,0,2,0,3,1,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,3,1,3,1,UNCERTAIN
1625,2,2,12,15,0.8,12,0.8,1,3,0,2,1,3,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,EASY_CORRECT
1626,1,0,0,15,0.0,9,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,3,0,3,0,3,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1627,2,2,9,15,0.6,9,0.6,1,1,0,1,0,3,0,1,0,2,1,2,1,2,1,2,1,2,1,2,1,3,0,2,1,1,0,2,1,2,1,BORDERLINE_CORRECT
1628,1,1,12,15,0.8,12,0.8,1,1,1,2,0,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,EASY_CORRECT
1629,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,1,0,1,0,1,0,1,0,0,1,2,0,0,1,0,1,1,0,0,1,0,1,0,1,2,0,0,1,0,1,BORDERLINE_CORRECT
1630,2,2,14,15,0.9333333333333333,14,0.9333333333333333,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,2,1,2,1,EASY_CORRECT
1631,1,0,1,15,0.06666666666666667,14,0.9333333333333333,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1632,2,2,8,15,0.5333333333333333,8,0.5333333333333333,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,1,0,BORDERLINE_CORRECT
1633,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,3,1,EASY_CORRECT
1634,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1635,2,3,6,15,0.4,7,0.4666666666666667,0,2,1,2,1,2,1,2,1,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,1,0,0,0,2,1,UNCERTAIN
1636,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1637,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1638,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1639,0,1,3,15,0.2,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,1,0,1,0,UNCERTAIN
1640,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1641,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1642,0,0,13,15,0.8666666666666667,13,0.8666666666666667,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,EASY_CORRECT
1643,1,1,7,15,0.4666666666666667,7,0.4666666666666667,1,0,0,0,0,3,0,2,0,2,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,0,3,0,UNCERTAIN
1644,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1645,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1646,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,2,0,2,0,2,0,3,0,3,0,3,0,1,0,0,1,0,1,BORDERLINE_CORRECT
1647,3,0,0,15,0.0,7,0.4666666666666667,0,2,0,2,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1648,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,BORDERLINE_CORRECT
1649,1,2,5,15,0.3333333333333333,8,0.5333333333333333,0,2,0,2,0,2,0,2,0,1,1,1,1,2,0,2,0,2,0,3,0,3,0,2,0,1,1,1,1,1,1,UNCERTAIN
1650,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,EASY_CORRECT
1651,2,3,5,15,0.3333333333333333,7,0.4666666666666667,0,1,0,3,0,1,0,2,1,2,1,1,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,2,1,UNCERTAIN
1652,3,3,10,15,0.6666666666666666,10,0.6666666666666666,1,2,0,2,0,2,0,3,1,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,BORDERLINE_CORRECT
1653,3,2,0,15,0.0,9,0.6,0,2,0,2,0,2,0,2,0,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
1654,0,1,2,15,0.13333333333333333,13,0.8666666666666667,0,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,CONSISTENTLY_WRONG
1655,2,3,4,15,0.26666666666666666,11,0.7333333333333333,0,2,1,3,0,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,UNCERTAIN
1656,1,0,0,15,0.0,14,0.9333333333333333,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1657,2,0,5,15,0.3333333333333333,6,0.4,0,1,0,1,0,1,0,2,1,0,0,0,0,2,1,0,0,0,0,2,1,0,0,0,0,2,1,2,1,1,0,UNCERTAIN
1658,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,EASY_CORRECT
1659,2,1,1,15,0.06666666666666667,12,0.8,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,0,2,1,3,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1660,2,1,0,15,0.0,15,1.0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1661,2,0,4,15,0.26666666666666666,7,0.4666666666666667,0,2,1,1,0,2,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,UNCERTAIN
1662,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,2,0,1,0,BORDERLINE_CORRECT
1663,2,1,1,15,0.06666666666666667,10,0.6666666666666666,0,1,0,1,0,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1664,1,0,3,15,0.2,9,0.6,0,0,0,2,0,2,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,UNCERTAIN
1665,1,2,1,15,0.06666666666666667,14,0.9333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,CONSISTENTLY_WRONG
1666,0,1,6,15,0.4,9,0.6,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,UNCERTAIN
1667,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1668,3,2,3,15,0.2,10,0.6666666666666666,0,2,0,2,0,2,0,3,1,2,0,2,0,1,0,2,0,2,0,2,0,1,0,3,1,2,0,2,0,3,1,UNCERTAIN
1669,0,1,4,15,0.26666666666666666,11,0.7333333333333333,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,UNCERTAIN
1670,1,1,12,15,0.8,12,0.8,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,EASY_CORRECT
1671,1,0,3,15,0.2,12,0.8,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,UNCERTAIN
1672,0,0,9,15,0.6,9,0.6,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,1,0,0,1,BORDERLINE_CORRECT
1673,0,0,11,15,0.7333333333333333,11,0.7333333333333333,1,0,1,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,BORDERLINE_CORRECT
1674,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1675,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,1,0,1,0,BORDERLINE_CORRECT
1676,2,2,13,15,0.8666666666666667,13,0.8666666666666667,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,0,2,1,2,1,3,0,2,1,EASY_CORRECT
1677,2,0,2,15,0.13333333333333333,9,0.6,0,2,1,2,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1678,1,2,2,15,0.13333333333333333,12,0.8,0,2,0,1,1,2,0,1,1,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
1679,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1680,1,0,5,15,0.3333333333333333,10,0.6666666666666666,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,UNCERTAIN
1681,1,1,13,15,0.8666666666666667,13,0.8666666666666667,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,EASY_CORRECT
1682,3,3,15,15,1.0,15,1.0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1683,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1684,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1685,3,1,4,15,0.26666666666666666,8,0.5333333333333333,0,3,1,2,0,3,1,3,1,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,3,1,1,0,1,0,UNCERTAIN
1686,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0,1,EASY_CORRECT
1687,3,2,0,15,0.0,10,0.6666666666666666,0,1,0,1,0,1,0,2,0,2,0,1,0,2,0,2,0,2,0,2,0,2,0,2,0,1,0,2,0,2,0,CONSISTENTLY_WRONG
1688,2,3,0,15,0.0,15,1.0,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1689,2,3,2,15,0.13333333333333333,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,CONSISTENTLY_WRONG
1690,2,3,1,15,0.06666666666666667,14,0.9333333333333333,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,CONSISTENTLY_WRONG
1691,2,3,5,15,0.3333333333333333,10,0.6666666666666666,0,2,1,2,1,3,0,3,0,2,1,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,2,1,3,0,UNCERTAIN
1692,3,2,2,15,0.13333333333333333,13,0.8666666666666667,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,1,3,1,2,0,2,0,2,0,CONSISTENTLY_WRONG
1693,3,3,14,15,0.9333333333333333,14,0.9333333333333333,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,EASY_CORRECT
1694,0,0,8,15,0.5333333333333333,8,0.5333333333333333,1,0,1,0,1,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,0,BORDERLINE_CORRECT
1695,3,3,13,15,0.8666666666666667,13,0.8666666666666667,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,2,0,3,1,3,1,2,0,3,1,3,1,3,1,3,1,EASY_CORRECT
1696,0,0,15,15,1.0,15,1.0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1697,2,3,1,15,0.06666666666666667,13,0.8666666666666667,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,3,0,2,1,3,0,1,0,CONSISTENTLY_WRONG
1698,0,0,14,15,0.9333333333333333,14,0.9333333333333333,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,EASY_CORRECT
1699,0,2,0,15,0.0,15,1.0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,CONSISTENTLY_WRONG
1700,2,2,9,15,0.6,9,0.6,1,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,BORDERLINE_CORRECT
1701,2,2,11,15,0.7333333333333333,11,0.7333333333333333,1,1,0,1,0,1,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,0,2,1,BORDERLINE_CORRECT
1702,2,2,15,15,1.0,15,1.0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,EASY_CORRECT
1703,0,1,7,15,0.4666666666666667,8,0.5333333333333333,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,1,0,UNCERTAIN
1704,1,2,6,15,0.4,8,0.5333333333333333,0,1,1,1,1,1,1,2,0,2,0,2,0,1,1,2,0,1,1,1,1,2,0,3,0,2,0,2,0,2,0,UNCERTAIN
1705,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1706,1,1,8,15,0.5333333333333333,8,0.5333333333333333,1,1,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,BORDERLINE_CORRECT
1707,0,0,10,15,0.6666666666666666,10,0.6666666666666666,1,1,0,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,0,1,BORDERLINE_CORRECT
1708,2,3,7,15,0.4666666666666667,8,0.5333333333333333,0,2,1,3,0,3,0,3,0,3,0,3,0,2,1,2,1,2,1,2,1,2,1,2,1,3,0,3,0,3,0,UNCERTAIN
1709,1,2,5,15,0.3333333333333333,10,0.6666666666666666,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,2,0,1,1,1,1,1,1,1,1,2,0,2,0,2,0,UNCERTAIN
1710,3,3,12,15,0.8,12,0.8,1,2,0,2,0,2,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,EASY_CORRECT
1711,2,0,0,15,0.0,10,0.6666666666666666,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1712,1,2,3,15,0.2,11,0.7333333333333333,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,1,1,2,0,1,1,2,0,3,0,1,1,UNCERTAIN
1713,2,1,0,15,0.0,14,0.9333333333333333,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,CONSISTENTLY_WRONG
1714,2,1,1,15,0.06666666666666667,9,0.6,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,2,1,3,0,1,0,0,0,1,0,CONSISTENTLY_WRONG
1715,1,0,0,15,0.0,15,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CONSISTENTLY_WRONG
1716,1,1,14,15,0.9333333333333333,14,0.9333333333333333,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,EASY_CORRECT
